183,"('remark', 'madam', 'speaker')",5
184,"('yield', 'back', 'balanc')",10
185,"('back', 'balanc', 'time')",10
186,"('consum', 'madam', 'speaker')",5
187,"('think', 'american', 'peopl')",6
188,"('american', 'peopl', 'pay')",9
189,"('defeat', 'previous', 'question')",7
190,"('vote', 'previous', 'question')",17
191,"('previous', 'question', 'rule')",12
192,"('work', 'everi', 'day')",5
193,"('senat', 'rhode', 'island')",11
194,"('ration', 'health', 'care')",9
195,"('health', 'care', 'countri')",10
196,"('health', 'care', 'go')",5
197,"('fix', 'health', 'care')",6
198,"('come', 'floor', 'say')",5
199,"('extend', 'life', 'medicar')",17
200,"('american', 'peopl', 'ought')",6
201,"('peopl', 'ought', 'pray')",5
202,"('ought', 'pray', 'somebodi')",5
203,"('pray', 'somebodi', 'cant')",5
204,"('somebodi', 'cant', 'make')",5
205,"('cant', 'make', 'vote')",5
206,"('make', 'vote', 'tonight')",6
207,"('new', 'govern', 'program')",5
208,"('peopl', 'buy', 'insur')",5
209,"('without', 'health', 'insur')",12
210,"('next', 'year', 'go')",8
211,"('amend', 'offer', 'senat')",8
212,"('part', 'health', 'care')",8
213,"('wast', 'fraud', 'abus')",5
214,"('american', 'peopl', 'go')",5
215,"('patient', 'choic', 'act')",5
216,"('insur', 'compani', 'medicar')",5
217,"('reform', 'health', 'care')",14
218,"('cost', 'compar', 'effect')",5
219,"('us', 'prevent', 'servic')",18
220,"('prevent', 'servic', 'task')",24
221,"('servic', 'task', 'forc')",24
222,"('compar', 'effect', 'panel')",5
223,"('american', 'peopl', 'say')",5
224,"('american', 'cancer', 'societi')",6
225,"('medicar', 'payment', 'advisori')",7
226,"('payment', 'advisori', 'commiss')",7
227,"('buy', 'health', 'insur')",18
228,"('senat', 'yield', 'question')",12
229,"('take', 'money', 'medicar')",6
230,"('trillion', 'unfund', 'liabil')",12
231,"('claus', 'rule', 'xviii')",5
232,"('sec', 'short', 'titl')",13
233,"('short', 'titl', 'sec')",6
234,"('amend', 'titl', 'unit')",5
235,"('titl', 'unit', 'state')",33
236,"('unit', 'state', 'code')",29
237,"('market', 'stabil', 'capit')",16
238,"('stabil', 'capit', 'adequaci')",16
239,"('capit', 'adequaci', 'board')",16
240,"('feder', 'function', 'regul')",6
241,"('institut', 'consum', 'protect')",6
242,"('consum', 'protect', 'examin')",6
243,"('protect', 'examin', 'council')",6
244,"('consum', 'protect', 'divis')",5
245,"('impos', 'civil', 'penalti')",6
246,"('commod', 'exchang', 'act')",16
247,"('act', 'sec', 'definit')",6
248,"('sec', 'swap', 'repositori')",6
249,"('swap', 'swap', 'dealer')",5
250,"('swap', 'dealer', 'major')",18
251,"('dealer', 'major', 'swap')",13
252,"('major', 'swap', 'particip')",19
253,"('sec', 'segreg', 'asset')",6
254,"('segreg', 'asset', 'held')",6
255,"('asset', 'held', 'collater')",6
256,"('held', 'collater', 'swap')",6
257,"('collater', 'swap', 'transact')",6
258,"('secur', 'exchang', 'act')",40
259,"('financi', 'institut', 'compens')",6
260,"('institut', 'compens', 'fair')",6
261,"('vote', 'execut', 'compens')",6
262,"('feder', 'insur', 'offic')",9
263,"('short', 'titl', 'titl')",6
264,"('titl', 'titl', 'cite')",6
265,"('state', 'code', 'amend')",15
266,"('insert', 'section', 'follow')",6
267,"('section', 'follow', 'sec')",5
268,"('nonbank', 'financi', 'institut')",15
269,"('unit', 'state', 'district')",9
270,"('feder', 'reserv', 'bank')",5
271,"('code', 'amend', 'insert')",5
272,"('amend', 'subsect', 'strike')",5
273,"('chapter', 'titl', 'unit')",7
274,"('function', 'regul', 'market')",6
275,"('regul', 'market', 'stabil')",6
276,"('nonbankruptci', 'insolv', 'regim')",6
277,"('amend', 'made', 'act')",5
278,"('secur', 'exchang', 'commiss')",20
279,"('board', 'governor', 'feder')",8
280,"('governor', 'feder', 'reserv')",8
281,"('feder', 'reserv', 'system')",9
282,"('shall', 'take', 'effect')",8
283,"('date', 'enact', 'titl')",14
284,"('shall', 'appli', 'respect')",5
285,"('act', 'amend', 'strike')",5
286,"('period', 'begin', 'date')",6
287,"('notic', 'refer', 'subparagraph')",6
288,"('refer', 'subparagraph', 'di')",6
289,"('consider', 'joint', 'resolut')",5
290,"('joint', 'resolut', 'shall')",7
291,"('joint', 'resolut', 'hous')",6
292,"('previous', 'question', 'shall')",11
293,"('question', 'shall', 'consid')",14
294,"('shall', 'consid', 'order')",11
295,"('adopt', 'without', 'interven')",6
296,"('without', 'interven', 'motion')",11
297,"('resolut', 'shall', 'consid')",5
298,"('shall', 'consid', 'read')",12
299,"('interven', 'motion', 'except')",5
300,"('motion', 'except', 'hour')",5
301,"('except', 'hour', 'debat')",8
302,"('hour', 'debat', 'equal')",7
303,"('debat', 'equal', 'divid')",9
304,"('equal', 'divid', 'control')",20
305,"('resolut', 'shall', 'order')",6
306,"('minor', 'leader', 'designe')",7
307,"('feder', 'deposit', 'insur')",12
308,"('deposit', 'insur', 'corpor')",6
309,"('commod', 'futur', 'trade')",16
310,"('futur', 'trade', 'commiss')",16
311,"('offic', 'thrift', 'supervis')",6
312,"('feder', 'nation', 'mortgag')",11
313,"('nation', 'mortgag', 'associ')",11
314,"('feder', 'home', 'loan')",14
315,"('home', 'loan', 'mortgag')",10
316,"('loan', 'mortgag', 'corpor')",10
317,"('director', 'feder', 'hous')",5
318,"('feder', 'hous', 'financ')",8
319,"('hous', 'financ', 'agenc')",8
320,"('shall', 'appoint', 'term')",6
321,"('appoint', 'term', 'year')",6
322,"('begin', 'date', 'enact')",5
323,"('overthecount', 'deriv', 'market')",9
324,"('committe', 'bank', 'hous')",7
325,"('bank', 'hous', 'urban')",7
326,"('hous', 'urban', 'affair')",7
327,"('committe', 'financi', 'servic')",6
328,"('section', 'titl', 'unit')",7
329,"('examin', 'council', 'act')",5
330,"('financi', 'institut', 'examin')",5
331,"('institut', 'examin', 'council')",5
332,"('act', 'usc', 'amend')",27
333,"('follow', 'new', 'paragraph')",5
334,"('deposit', 'insur', 'act')",5
335,"('insur', 'act', 'usc')",6
336,"('state', 'liaison', 'committe')",7
337,"('section', 'act', 'usc')",6
338,"('usc', 'amend', 'ad')",10
339,"('follow', 'new', 'subsect')",8
340,"('suggest', 'model', 'regul')",5
341,"('month', 'period', 'begin')",5
342,"('chairman', 'state', 'liaison')",6
343,"('law', 'enforc', 'offic')",8
344,"('appropri', 'feder', 'bank')",9
345,"('feder', 'bank', 'agenc')",7
346,"('act', 'section', 'secur')",5
347,"('violat', 'provis', 'titl')",8
348,"('provis', 'titl', 'rule')",8
349,"('titl', 'rule', 'regul')",8
350,"('rule', 'regul', 'thereund')",8
351,"('section', 'secur', 'exchang')",9
352,"('exchang', 'act', 'usc')",40
353,"('invest', 'compani', 'act')",7
354,"('invest', 'advis', 'act')",6
355,"('insert', 'person', 'time')",5
356,"('person', 'time', 'alleg')",5
357,"('time', 'alleg', 'misconduct')",8
358,"('seek', 'becom', 'associ')",11
359,"('associ', 'seek', 'becom')",7
360,"('usc', 'amend', 'strike')",6
361,"('public', 'account', 'firm')",5
362,"('section', 'shall', 'appli')",11
363,"('exchang', 'act', 'section')",6
364,"('month', 'bar', 'person')",8
365,"('bar', 'person', 'associ')",8
366,"('municip', 'secur', 'dealer')",5
367,"('twelv', 'month', 'bar')",6
368,"('place', 'unit', 'state')",5
369,"('code', 'amend', 'strike')",6
370,"('deriv', 'market', 'act')",7
371,"('section', 'commod', 'exchang')",9
372,"('agreement', 'contract', 'transact')",20
373,"('secur', 'base', 'swap')",12
374,"('swap', 'pursuant', 'subparagraph')",6
375,"('term', 'securitybas', 'swap')",7
376,"('securitybas', 'swap', 'dealer')",16
377,"('substanti', 'net', 'posit')",5
378,"('commiss', 'secur', 'exchang')",7
379,"('exchang', 'commiss', 'shall')",6
380,"('major', 'securitybas', 'swap')",16
381,"('securitybas', 'swap', 'particip')",15
382,"('seq', 'amend', 'insert')",5
383,"('amend', 'insert', 'section')",7
384,"('clear', 'deriv', 'clear')",10
385,"('deriv', 'clear', 'organ')",15
386,"('swap', 'repositori', 'regist')",5
387,"('repositori', 'regist', 'pursuant')",5
388,"('counterparti', 'swap', 'dealer')",5
389,"('date', 'enact', 'overthecount')",6
390,"('enact', 'overthecount', 'deriv')",6
391,"('commiss', 'shall', 'prescrib')",6
392,"('clear', 'organ', 'clear')",7
393,"('form', 'manner', 'period')",6
394,"('securitybas', 'swap', 'repositori')",17
395,"('exchang', 'commiss', 'prudenti')",5
396,"('commiss', 'prudenti', 'regul')",10
397,"('prudenti', 'regul', 'shall')",7
398,"('section', 'shall', 'constru')",5
399,"('mean', 'section', 'commod')",7
400,"('year', 'date', 'enact')",11
401,"('organ', 'clear', 'agenc')",6
402,"('swap', 'particip', 'major')",7
403,"('particip', 'major', 'securitybas')",7
404,"('swap', 'dealer', 'securitybas')",6
405,"('dealer', 'securitybas', 'swap')",6
406,"('elig', 'trade', 'calcul')",5
407,"('sharehold', 'advisori', 'vote')",5
408,"('board', 'director', 'issuer')",5
409,"('later', 'year', 'date')",8
410,"('shall', 'conduct', 'studi')",5
411,"('committe', 'board', 'director')",6
412,"('meet', 'standard', 'independ')",6
413,"('standard', 'independ', 'promulg')",6
414,"('independ', 'promulg', 'pursuant')",5
415,"('nation', 'recogn', 'statist')",5
416,"('recogn', 'statist', 'rate')",5
417,"('place', 'appear', 'insert')",6
418,"('strike', 'invest', 'grade')",7
419,"('insert', 'meet', 'standard')",8
420,"('meet', 'standard', 'creditworthi')",9
421,"('standard', 'creditworthi', 'establish')",5
422,"('feder', 'hous', 'enterpris')",6
423,"('hous', 'enterpris', 'financi')",6
424,"('enterpris', 'financi', 'safeti')",6
425,"('financi', 'safeti', 'sound')",6
426,"('safeti', 'sound', 'act')",6
427,"('public', 'law', 'usc')",10
428,"('effect', 'dateth', 'amend')",9
429,"('dateth', 'amend', 'made')",9
430,"('amend', 'made', 'section')",13
431,"('made', 'section', 'shall')",9
432,"('mortgag', 'associ', 'charter')",7
433,"('associ', 'charter', 'act')",7
434,"('charter', 'act', 'usc')",7
435,"('mortgag', 'corpor', 'act')",6
436,"('corpor', 'act', 'usc')",6
437,"('expir', 'period', 'refer')",7
438,"('period', 'begin', 'upon')",5
439,"('period', 'refer', 'section')",6
440,"('act', 'public', 'law')",21
441,"('minimum', 'capit', 'level')",5
442,"('strike', 'regul', 'entiti')",5
443,"('american', 'recoveri', 'reinvest')",8
444,"('recoveri', 'reinvest', 'act')",5
445,"('public', 'law', 'stat')",5
446,"('expir', 'year', 'period')",5
447,"('state', 'insur', 'measur')",14
448,"('date', 'enact', 'act')",18
449,"('unit', 'state', 'trade')",8
450,"('state', 'trade', 'repres')",6
451,"('repres', 'committe', 'bank')",5
452,"('committe', 'way', 'mean')",5
453,"('insert', 'follow', 'new')",5
454,"('gentleman', 'maryland', 'mr')",6
455,"('minut', 'gentleman', 'texa')",5
456,"('madam', 'chair', 'yield')",5
457,"('time', 'remain', 'side')",7
458,"('yield', 'minut', 'gentlewoman')",5
459,"('member', 'committe', 'rule')",5
460,"('ask', 'immedi', 'consider')",5
461,"('upon', 'adopt', 'resolut')",5
462,"('adopt', 'resolut', 'shall')",5
463,"('without', 'intervent', 'point')",8
464,"('intervent', 'point', 'order')",8
465,"('except', 'aris', 'claus')",10
466,"('aris', 'claus', 'rule')",10
467,"('claus', 'rule', 'xxi')",9
468,"('report', 'committe', 'rule')",10
469,"('divid', 'control', 'chair')",8
470,"('control', 'chair', 'rank')",8
471,"('chair', 'rank', 'minor')",8
472,"('rank', 'minor', 'member')",8
473,"('minor', 'member', 'committe')",8
474,"('point', 'order', 'consider')",8
475,"('point', 'order', 'provis')",5
476,"('senat', 'amend', 'hr')",6
477,"('remaind', 'first', 'session')",5
478,"('session', 'hundr', 'eleventh')",8
479,"('hundr', 'eleventh', 'congress')",8
480,"('declar', 'hous', 'adjourn')",5
481,"('decemb', 'shall', 'stand')",5
482,"('shall', 'stand', 'adjourn')",7
483,"('pursuant', 'concurr', 'resolut')",5
484,"('waiv', 'point', 'order')",7
485,"('adjourn', 'sine', 'die')",5
486,"('job', 'main', 'street')",6
487,"('main', 'street', 'act')",6
488,"('cost', 'health', 'insur')",10
489,"('gentleman', 'new', 'york')",7
490,"('peopl', 'back', 'work')",8
491,"('get', 'peopl', 'back')",5
492,"('member', 'side', 'aisl')",11
493,"('urg', 'yes', 'vote')",5
494,"('demand', 'divis', 'question')",6
495,"('minut', 'equal', 'divid')",5
496,"('order', 'previous', 'question')",9
497,"('democrat', 'major', 'agenda')",6
498,"('offer', 'altern', 'plan')",6
499,"('order', 'offer', 'amend')",5
500,"('new', 'york', 'mr')",6
501,"('previous', 'question', 'resolut')",6
502,"('major', 'leader', 'designe')",5
503,"('pay', 'medic', 'bill')",5
504,"('set', 'record', 'straight')",5
505,"('bill', 'make', 'sure')",6
506,"('madam', 'presid', 'yield')",13
507,"('presid', 'yield', 'minut')",19
508,"('pro', 'tempor', 'senat')",29
509,"('recogn', 'madam', 'presid')",7
510,"('side', 'act', 'presid')",6
511,"('pro', 'tempor', 'minut')",6
512,"('health', 'insur', 'reform')",6
513,"('access', 'health', 'care')",9
514,"('univers', 'access', 'prevent')",6
515,"('access', 'prevent', 'screen')",7
516,"('prevent', 'screen', 'servic')",11
517,"('guarante', 'univers', 'access')",5
518,"('health', 'insur', 'mean')",6
519,"('cant', 'get', 'health')",5
520,"('get', 'health', 'care')",12
521,"('get', 'health', 'insur')",12
522,"('madam', 'presid', 'ask')",13
523,"('yield', 'minut', 'senat')",18
524,"('secretari', 'health', 'human')",13
525,"('health', 'human', 'servic')",22
526,"('health', 'educ', 'labor')",11
527,"('educ', 'labor', 'pension')",11
528,"('labor', 'pension', 'committe')",8
529,"('american', 'heart', 'associ')",6
530,"('health', 'resourc', 'servic')",6
531,"('resourc', 'servic', 'administr')",6
532,"('task', 'forc', 'recommend')",10
533,"('make', 'sure', 'women')",5
534,"('deni', 'coverag', 'base')",5
535,"('amend', 'yield', 'floor')",6
536,"('creat', 'new', 'program')",6
537,"('reduc', 'cost', 'health')",8
538,"('american', 'health', 'insur')",7
539,"('health', 'insur', 'premium')",17
540,"('health', 'insur', 'percent')",6
541,"('accord', 'congression', 'budget')",13
542,"('nurs', 'home', 'home')",5
543,"('home', 'home', 'health')",7
544,"('home', 'health', 'agenc')",10
545,"('might', 'end', 'particip')",5
546,"('primari', 'care', 'doctor')",9
547,"('new', 'medicar', 'patient')",5
548,"('improv', 'health', 'care')",7
549,"('health', 'care', 'senior')",6
550,"('provid', 'health', 'care')",11
551,"('provis', 'health', 'care')",9
552,"('program', 'call', 'medicar')",7
553,"('billion', 'home', 'health')",8
554,"('health', 'care', 'agenc')",14
555,"('qualiti', 'health', 'care')",11
556,"('medicar', 'advisori', 'board')",5
557,"('medicar', 'health', 'care')",5
558,"('health', 'insur', 'program')",5
559,"('floor', 'act', 'presid')",5
560,"('senat', 'south', 'dakota')",5
561,"('wall', 'street', 'journal')",11
562,"('health', 'insur', 'cost')",5
563,"('next', 'year', 'billion')",9
564,"('breast', 'cancer', 'screen')",13
565,"('health', 'care', 'right')",5
566,"('american', 'colleg', 'surgeon')",6
567,"('nurs', 'home', 'billion')",5
568,"('billion', 'medicar', 'advantag')",8
569,"('make', 'health', 'care')",11
570,"('make', 'health', 'insur')",6
571,"('percent', 'health', 'care')",8
572,"('health', 'care', 'coverag')",14
573,"('privat', 'health', 'care')",6
574,"('plan', 'medicar', 'advantag')",9
575,"('privat', 'insur', 'compani')",23
576,"('guarante', 'benefit', 'medicar')",8
577,"('unanim', 'consent', 'addit')",5
578,"('consent', 'addit', 'minut')",5
579,"('addit', 'minut', 'madam')",5
580,"('minut', 'madam', 'presid')",5
581,"('preserv', 'social', 'secur')",13
582,"('social', 'secur', 'medicar')",16
583,"('unit', 'state', 'postal')",8
584,"('state', 'postal', 'servic')",8
585,"('roy', 'rondeno', 'sr')",7
586,"('rondeno', 'sr', 'post')",5
587,"('sr', 'post', 'offic')",5
588,"('post', 'offic', 'build')",5
589,"('balanc', 'time', 'speaker')",5
590,"('perform', 'offici', 'duti')",5
591,"('special', 'agent', 'samuel')",5
592,"('agent', 'samuel', 'hick')",5
593,"('feder', 'law', 'enforc')",6
594,"('special', 'agent', 'hick')",8
595,"('ann', 'mari', 'blute')",6
596,"('billion', 'per', 'year')",6
597,"('health', 'care', 'servic')",11
598,"('recommend', 'us', 'prevent')",7
599,"('year', 'health', 'insur')",5
600,"('mr', 'presid', 'ask')",8
601,"('want', 'make', 'sure')",5
602,"('individu', 'small', 'busi')",6
603,"('cover', 'health', 'insur')",5
604,"('percent', 'percent', 'percent')",5
605,"('senat', 'budget', 'committe')",6
606,"('nation', 'committe', 'preserv')",12
607,"('committe', 'preserv', 'social')",12
608,"('save', 'senat', 'bill')",5
609,"('print', 'record', 'object')",12
610,"('record', 'object', 'materi')",9
611,"('object', 'materi', 'order')",16
612,"('materi', 'order', 'print')",16
613,"('order', 'print', 'record')",19
614,"('print', 'record', 'follow')",20
615,"('us', 'senat', 'washington')",7
616,"('senat', 'washington', 'dc')",7
617,"('dc', 'dear', 'senat')",5
618,"('hr', 'patient', 'protect')",9
619,"('patient', 'protect', 'afford')",24
620,"('protect', 'afford', 'care')",25
621,"('afford', 'care', 'act')",24
622,"('senat', 'financ', 'committe')",18
623,"('financ', 'committe', 'instruct')",5
624,"('cut', 'medicar', 'benefit')",13
625,"('care', 'reform', 'debat')",6
626,"('extend', 'solvenc', 'medicar')",21
627,"('solvenc', 'medicar', 'trust')",20
628,"('medicar', 'trust', 'fund')",45
629,"('trust', 'fund', 'year')",5
630,"('senior', 'medicar', 'program')",6
631,"('care', 'reform', 'legisl')",14
632,"('health', 'care', 'premium')",6
633,"('health', 'insur', 'go')",7
634,"('insur', 'compani', 'provid')",8
635,"('health', 'care', 'american')",5
636,"('time', 'equal', 'divid')",8
637,"('mccain', 'motion', 'commit')",13
638,"('motion', 'commit', 'senat')",5
639,"('privat', 'health', 'insur')",46
640,"('legisl', 'extend', 'solvenc')",6
641,"('provid', 'health', 'insur')",16
642,"('industri', 'countri', 'world')",6
643,"('reserv', 'right', 'object')",19
644,"('legisl', 'senat', 'proper')",5
645,"('senat', 'proper', 'focus')",5
646,"('proper', 'focus', 'provid')",5
647,"('focus', 'provid', 'reimburs')",5
648,"('provid', 'reimburs', 'reform')",5
649,"('import', 'legisl', 'reduc')",5
650,"('legisl', 'reduc', 'guarante')",5
651,"('reduc', 'guarante', 'medicar')",7
652,"('guarante', 'medicar', 'benefit')",17
653,"('privat', 'social', 'secur')",6
654,"('allianc', 'retir', 'american')",5
655,"('health', 'care', 'need')",7
656,"('increas', 'health', 'care')",6
657,"('health', 'care', 'deliveri')",5
658,"('comprehens', 'health', 'care')",7
659,"('afford', 'health', 'care')",14
660,"('make', 'prescript', 'drug')",6
661,"('prescript', 'drug', 'afford')",5
662,"('solvenc', 'medicar', 'program')",5
663,"('american', 'associ', 'retir')",6
664,"('associ', 'retir', 'person')",5
665,"('massiv', 'medicar', 'cut')",6
666,"('trust', 'fund', 'extend')",7
667,"('extend', 'solvenc', 'trust')",11
668,"('solvenc', 'trust', 'fund')",14
669,"('brandnam', 'prescript', 'drug')",5
670,"('deliveri', 'system', 'reform')",11
671,"('advantag', 'plan', 'overpaid')",5
672,"('call', 'medicar', 'advantag')",9
673,"('overpay', 'medicar', 'advantag')",5
674,"('need', 'health', 'care')",7
675,"('wall', 'street', 'analyst')",8
676,"('payment', 'medicar', 'advantag')",5
677,"('say', 'medicar', 'advantag')",5
678,"('unanim', 'consent', 'committe')",20
679,"('author', 'meet', 'session')",26
680,"('meet', 'session', 'senat')",26
681,"('session', 'senat', 'decemb')",19
682,"('conduct', 'hear', 'decemb')",5
683,"('decemb', 'room', 'sd')",5
684,"('room', 'sd', 'dirksen')",7
685,"('sd', 'dirksen', 'senat')",7
686,"('dirksen', 'senat', 'offic')",12
687,"('senat', 'offic', 'build')",15
688,"('offic', 'build', 'presid')",11
689,"('build', 'presid', 'ask')",11
690,"('senat', 'decemb', 'room')",5
691,"('senat', 'decemb', 'pm')",9
692,"('decemb', 'pm', 'presid')",5
693,"('pm', 'presid', 'ask')",5
694,"('decemb', 'pm', 'room')",6
695,"('feder', 'budget', 'deficit')",6
696,"('reduc', 'deficit', 'billion')",5
697,"('presid', 'reserv', 'right')",6
698,"('excis', 'tax', 'highcost')",6
699,"('health', 'care', 'industri')",10
700,"('dont', 'take', 'word')",6
701,"('health', 'reform', 'legisl')",5
702,"('financ', 'committe', 'bill')",6
